Timestamp,First Name:,Spotify Playlist URL:
4/1/2024 13:53:59,matthew,https://open.spotify.com/playlist/5sUpXlpcPQQUbkSQVl2jcb?si=b2f9b2c1866441e9
3/12/2024 17:40:15,jwalant,https://open.spotify.com/playlist/2fRVCLguDDJjuAAjO8LSm3?si=6b0b4b0275a64b82
3/12/2024 17:39:53,lance,https://open.spotify.com/playlist/2fRVCLguDDJjuAAjO8LSm3?si=6b0b4b0275a64b82
